Filename,K11,K12,K21,K22,K31,K32,K41,K42,K51,K52,K61,K62,K71,K72,K81,K82,K91,K92,K101,K102,K111,K112,K121,K122,K131,K132,K141,K142,K151,K152,K161,K162,K171,K172
0007.jpg,0.3965059840036723,0.119140625,0.4683934742819049,0.10611978890838954,0.3965059840036723,0.099609375,0.6301402931441804,0.119140625,0.36056226170705463,0.10611978890838954,0.845802718293881,0.24934895281677907,0.2707029102805132,0.20377604718322093,0.8637745565996913,0.431640625,0.1269279639877959,0.36002603063355815,0.7918871120064558,0.5813801862671163,0.055040490841437244,0.5032552193664418,0.5941965708475627,0.587890625,0.25273104913220434,0.5618489362671163,0.5941965708475627,0.802734375,0.3066466554196295,0.783203125,0.5762246868567552,0.978515625,0.3965059840036723,0.958984375
0009.jpg,0.3254441131245006,0.10611979392923919,0.36702199415727094,0.080078125,0.24228832938454367,0.080078125,0.4085998968644576,0.09309895607076081,0.05518783222545277,0.080078125,0.4709667292508212,0.21028646285847838,-0.007179000160910867,0.216796875,0.6580672264099121,0.36653644928304324,0.03439888899976557,0.373046875,0.6580672264099121,0.32096355071695676,0.22149937803095038,0.48372397643391346,0.5957003940235485,0.5032552264339135,0.24228832938454367,0.5227864764339135,0.6788561560890891,0.685546875,0.3046551617709073,0.7180989764339135,0.6788561560890891,0.8678385235660865,0.26307728073813696,0.8938802264339135
0020.jpg,0.2535644934429386,0.09309896036458853,0.2866988143300622,0.07356771036458853,0.2204301725558149,0.07356771036458853,0.40266889866774647,0.07356771036458853,0.1707287144854786,0.08658853963541147,0.6180419301599022,0.18424479572917707,0.13759439359835493,0.216796875,0.8002806872856326,0.314453125,0.12102723315479309,0.37955728354164586,0.8499821608628684,0.451171875,0.12102723315479309,0.5227864420832917,0.6346091293707127,0.4381510579167083,0.35296742509051066,0.4641926920832917,0.7837135501024199,0.6920573079167083,0.43580323506176954,0.7115885579167083,0.9328179708341273,0.919921875,0.535206182216241,0.9329427408334166
0028.jpg,0.5016015884724069,0.022595083692129467,0.48749334457072807,0.004738127949849922,0.43106030403299533,0.004738127949849922,0.30408594659034244,0.022595083692129467,0.2899776702231549,0.016642765682090336,0.374627231029754,0.14759377388808628,0.1488950526460688,0.1297368267066175,0.48749334457072807,0.27854478380624437,0.4451685479346742,0.32021103042246407,0.7414420269905253,0.30830638070508865,0.7414420269905253,0.30830638070508865,0.4451685479346742,0.4333050931591534,0.26176114995428856,0.42735276830046565,0.5721429053773271,0.6773501384194064,0.26176114995428856,0.7130640875715327,0.6567924986494348,0.9094905613568783,0.1488950526460688,0.9690137551545669
00.jpg,0.18654077703302557,0.19638217190455962,0.17018721320412375,0.1770219161371479,0.15383367104963822,0.18347534042837374,0.16201044212688098,0.19638217190455962,0.08841946450146762,0.22219585196319716,0.2601317492398349,0.25446295631306054,0.08024268800562079,0.38353133949998247,0.4318440177223899,0.1770219161371479,0.17836399511857468,0.44161210680221763,0.5872027657248757,0.08022063730008934,0.15383367104963822,0.31899713080025577,0.47272790562022815,0.3706244909175308,0.4236672574823553,0.4867860255220011,0.7016776258295233,0.21574242767197135,0.48090466586026276,0.7384693504983534,0.9306273026899858,0.054406957241451795,0.46455114538019354,0.9514322323649453
0022.jpg,0.3398141586742462,0.21243093637319713,0.36550233006096494,0.17944469745342548,0.30556327161697533,0.18769125131460337,0.38262776140206917,0.17119813185471755,0.25418695321860024,0.17119813185471755,0.3997532171182358,0.20418438251201923,0.19424789477461063,0.220677490234375,0.5281940496767672,0.220677490234375,0.10005794927335014,0.16295157799353965,0.5966958237913089,0.17119813185471755,0.031556178205691204,0.08873253455528846,0.4083159327887879,0.41859492375300483,0.30556327161697533,0.49281395545372597,0.6309466864735174,0.40210181603064904,0.2370614975024336,0.7072244966947115,0.8792656359200279,0.39385526216947114,0.27131238455970447,0.962867901141827
0025.jpg,0.9204235171797264,0.15282112424554378,0.9630625710558536,0.146633079336008,0.9118956760387515,0.12188085838345414,0.9801181774234298,0.16519722783608556,0.8692566221626243,0.08475253384035847,0.9204235171797264,0.258018052965295,0.7242837023379197,0.07856448204508758,0.8863122285302005,0.38177911641365353,0.6134221470771144,0.146633079336008,0.8266174923721238,0.5241043696765004,0.8266174923721238,0.1033166961119063,0.5537274488762244,0.41271939604721347,0.4002267638249184,0.35702690923256997,0.6475334357266402,0.6416773606723827,0.28936515162833293,0.6416773606723827,0.5963665027523515,0.9077637049265287,0.12733666339323887,0.9015756324740524
0027.jpg,0.3378979478563581,0.46835355146215596,0.37129814284188406,0.43403408505501,0.3044977528708322,0.43403408505501,0.429748467036656,0.40400454319945167,0.2042971338544573,0.3868448099958787,0.446448598589216,0.43403408505501,0.1625468901225499,0.4254542009546122,0.5132489885602679,0.541282443825258,0.11244659764426095,0.5198327510728749,0.4798487935747419,0.6056314170907396,0.05399624790464129,0.6056314170907396,0.421398435320173,0.6142112661939149,0.2126471996307373,0.6142112661939149,0.387998240334647,0.760069050920119,0.1625468901225499,0.7729388595721044,0.413048369543893,0.9316663829558486,0.12914669513702393,0.9273764934014836
0029.jpg,0.26979576913934006,0.17594964953436368,0.26979576913934006,0.15175635572792828,0.2624741269831072,0.15175635572792828,0.17461427052815756,0.13361138882844345,0.21122254823383532,0.139659715735394,0.050146148915876425,0.2243362371472345,0.22586584927742942,0.1940946164338485,0.050146148915876425,0.35739934617194574,0.43087216427451686,0.2182879102402839,0.24050915032102352,0.33320603854414343,0.6065918771844161,0.18199797644131427,0.020859530097559878,0.48441414211107336,0.14532765170984102,0.48441414211107336,0.04282449421129728,0.7444920194321785,0.2624741269831072,0.7202987118043761,-0.008427086106517859,0.9380383698836617,0.3649772844816509,0.9380383698836617
0031.jpg,0.3792617365999042,0.07790745790243873,0.3716626917041323,0.055872508457728794,0.36406362281655363,0.048527523377021396,0.2804740329958358,0.048527523377021396,0.30327119167495825,0.055872508457728794,0.21208253296666174,0.11463237171115122,0.2880730778916077,0.12932234187256603,0.2424787365415561,0.23215210981282058,0.43245509885392097,0.24684207997423538,0.29567212278737964,0.24684207997423538,0.5920352575913915,0.32763688107754324,0.05250237422919123,0.32763688107754324,0.09049765268961589,0.33498187775307514,0.2652759192124853,0.5626763340912329,0.2424787365415561,0.555331383794999,0.4400541677414996,0.7536459229999762,0.4400541677414996,0.7536459229999762
0046.jpg,0.46613346222908264,0.12377964638914737,0.4977455713415659,0.11095273681960181,0.4766708209950437,0.10453928203482903,0.6136566490255376,0.14302001074346574,0.63473143218666,0.12377964638914737,0.6241940734206989,0.3161832599739754,0.7401051511046707,0.21998144818850213,0.4766708209950437,0.5021734187740305,0.41344656995547713,0.1879141842507567,0.3186102098034274,0.4187985165581029,0.20269911571215557,0.11736619160437459,0.5820445727276545,0.5727213914481757,0.7295677923387097,0.5278272379131217,0.21323649088541666,0.7266443062827225,0.7506425098706317,0.6753366680045403,0.16054961501911122,0.9703555281873772,0.9087031538768481,0.8228460980959588
0049.jpg,0.31555428786878414,0.09227220659971815,0.29942106036110216,0.06947863304008872,0.29942106036110216,0.07707648935387268,0.17842176579571015,0.13026149278691548,0.25102133861237746,0.09987005829522454,0.17842176579571015,0.25182721228056903,0.3397541585495662,0.1606529180420513,0.07355570364120993,0.3733929133011123,0.5172197984239436,0.20624006516131016,0.04935584767005744,0.25942507321263053,0.7108186461931636,0.22143578702543318,0.4042871078059728,0.4417736432165557,0.5091531552508435,0.3581972283832097,0.41235375097907295,0.6545136754218371,0.815684732863713,0.40378435702935833,0.4204203549264942,0.905242919921875,1.001216937459833,0.4189800788934814
0050.jpg,0.6163237657004256,0.12565104537385546,0.6072462748705856,0.11263020462614454,0.5890911691557101,0.11263020462614454,0.5346259760662793,0.119140625,0.5073934105353627,0.138671875,0.5981687220131479,0.17122395462614454,0.38938547149906316,0.3014322842522891,0.7161766610494474,0.05403646018692773,0.4620057392895706,0.48372394350457815,0.8614171346028646,-0.004557291550817017,0.6707889587898564,0.431640625,0.6798665116472942,0.529296875,0.5073934105353627,0.5813801935045781,0.9158823276922955,0.6985676935045781,0.35307535311070887,0.7962239879908437,0.8614171346028646,0.978515625,0.08982691726064294,0.978515625
0053.jpg,0.47983167985829794,0.1830323823579439,0.5050953052662037,0.1645967638170397,0.4714104609234343,0.1707419661788253,0.5472013999405221,0.1707419661788253,0.4124619597760738,0.19532280999260979,0.5387801810056584,0.2875009485193201,0.3787771154333044,0.29979137615398604,0.6482559015721451,0.1830323823579439,0.5219377431359311,0.15845154999970673,0.5808862128866062,0.11543508764501806,0.5472013999405221,0.1338707176414696,0.5808862128866062,0.564035364099451,0.4208831787109375,0.564035364099451,0.7577316849320023,0.7176656178883962,0.28614376994317453,0.7545368549702046,0.766152903866866,0.9081671087591497,0.10929830574694975,0.9327479640284816
0057.jpg,0.24439486108645045,0.112211106878231,0.26130429662839333,0.08731842041015625,0.2105760092687125,0.09354158848191725,0.2782137321703362,0.09354158848191725,0.15984773154210563,0.10598793880647,0.35430615357678347,0.17444283013893325,0.14293829600016275,0.23045137823735914,0.5741287000251539,0.19311235562576237,0.14293829600016275,0.36736118926434713,0.48112684307676373,0.19933551660700802,0.08375530050258444,0.41092338703822023,0.4134891394412879,0.43581608768732577,0.2697590143993647,0.4607087599743698,0.506490996389678,0.6660734268812442,0.13448358786226522,0.6847429807301347,0.6333117244219539,0.9150003766481761,0.13448358786226522,0.8776613256745179
0069.jpg,0.7845031011672247,0.25009185446184234,0.8100569952101935,0.23998581622279969,0.9293082827613467,0.260197892700885,0.8356108165922619,0.25009185446184234,0.9122723533993675,0.2703039309399276,0.8782005673363096,0.34104622016518804,0.9122723533993675,0.35115225840423064,0.8441287812732515,0.48253079861570886,0.8526467459542411,0.5027428750937941,0.8441287812732515,0.6038033005881445,0.8441287812732515,0.6240153770662297,0.5971082414899553,0.49263685840671345,0.6482159569149926,0.5734852074229785,0.3160159156436012,0.30062206720901746,0.5630364190964472,0.8160302113678496,0.1115851084391276,0.18945560347562457,0.6056261698404948,0.9777268231925318
0082.jpg,0.21606739589146207,0.11243040801563302,0.2009962172735305,0.08643493025699435,0.17085384187244235,0.12542814689495235,0.21606739589146207,0.06043945249835569,0.09549789428710938,0.1449247512974044,0.4119928269159226,0.09293380361318099,0.110569091070266,0.20991345352705498,0.728487795875186,0.17741911024528362,0.3366368974958147,0.3593874388896464,0.5928470793224516,0.09943266913631368,0.3969216482979911,0.23590893128569365,0.7134166172572545,0.44387275335480303,0.4119928269159226,0.49586370887208037,0.8189149402436756,0.6648343378023934,0.38185046968005953,0.7038275309411897,0.8189149402436756,0.8792970253946355,0.2763521466936384,0.9182902185334317
0085.jpg,0.7098018982831169,0.1340268060317232,0.725916301502901,0.10799887287928203,0.6453445097979378,0.10799887287928203,0.41974353790283203,0.08717652454512136,0.41974353790283203,0.09758769418168238,0.5647727180929745,0.22772738712700416,0.19414256600772634,0.21731619936836588,0.7098018982831169,0.37348383452716744,0.04911336828680599,0.3943061738002895,0.8709454816930434,0.264166498977045,0.5647727180929745,0.3786894012233707,0.5164296767290901,0.534857018260095,0.41974353790283203,0.5296514515638918,0.8226023842306698,0.7899308374545353,0.9515172172995174,0.47239000044072893,0.7823165444766774,0.8966453715344789,0.8790026272044462,0.8966453715344789
