Filename,K11,K12,K21,K22,K31,K32,K41,K42,K51,K52,K61,K62,K71,K72,K81,K82,K91,K92,K101,K102,K111,K112,K121,K122,K131,K132,K141,K142,K151,K152,K161,K162,K171,K172
0007.jpg,0.3965059840036723,0.119140625,0.4683934742819049,0.10611978890838954,0.3965059840036723,0.099609375,0.6301402931441804,0.119140625,0.36056226170705463,0.10611978890838954,0.845802718293881,0.24934895281677907,0.2707029102805132,0.20377604718322093,0.8637745565996913,0.431640625,0.1269279639877959,0.36002603063355815,0.7918871120064558,0.5813801862671163,0.055040490841437244,0.5032552193664418,0.5941965708475627,0.587890625,0.25273104913220434,0.5618489362671163,0.5941965708475627,0.802734375,0.3066466554196295,0.783203125,0.5762246868567552,0.978515625,0.3965059840036723,0.958984375
0009.jpg,0.3254441131245006,0.10611979392923919,0.36702199415727094,0.080078125,0.24228832938454367,0.080078125,0.4085998968644576,0.09309895607076081,0.05518783222545277,0.080078125,0.4709667292508212,0.21028646285847838,-0.007179000160910867,0.216796875,0.6580672264099121,0.36653644928304324,0.03439888899976557,0.373046875,0.6580672264099121,0.32096355071695676,0.22149937803095038,0.48372397643391346,0.5957003940235485,0.5032552264339135,0.24228832938454367,0.5227864764339135,0.6788561560890891,0.685546875,0.3046551617709073,0.7180989764339135,0.6788561560890891,0.8678385235660865,0.26307728073813696,0.8938802264339135
0020.jpg,0.2535644934429386,0.09309896036458853,0.2866988143300622,0.07356771036458853,0.2204301725558149,0.07356771036458853,0.40266889866774647,0.07356771036458853,0.1707287144854786,0.08658853963541147,0.6180419301599022,0.18424479572917707,0.13759439359835493,0.216796875,0.8002806872856326,0.314453125,0.12102723315479309,0.37955728354164586,0.8499821608628684,0.451171875,0.12102723315479309,0.5227864420832917,0.6346091293707127,0.4381510579167083,0.35296742509051066,0.4641926920832917,0.7837135501024199,0.6920573079167083,0.43580323506176954,0.7115885579167083,0.9328179708341273,0.919921875,0.535206182216241,0.9329427408334166
0028.jpg,0.5016015884724069,0.022595083692129467,0.48749334457072807,0.004738127949849922,0.43106030403299533,0.004738127949849922,0.30408594659034244,0.022595083692129467,0.2899776702231549,0.016642765682090336,0.374627231029754,0.14759377388808628,0.1488950526460688,0.1297368267066175,0.48749334457072807,0.27854478380624437,0.4451685479346742,0.32021103042246407,0.7414420269905253,0.30830638070508865,0.7414420269905253,0.30830638070508865,0.4451685479346742,0.4333050931591534,0.26176114995428856,0.42735276830046565,0.5721429053773271,0.6773501384194064,0.26176114995428856,0.7130640875715327,0.6567924986494348,0.9094905613568783,0.1488950526460688,0.9690137551545669
0030.jpg,0.8371620178222656,0.13535092458003709,0.863354137965611,0.11686234514252479,0.7978737694876534,0.11069948533002068,0.863354137965611,0.11686234514252479,0.6276247841971261,0.09837376570501247,0.7323934010096959,0.23395666555196298,0.4704718930380685,0.19697950667693837,0.6407208442687988,0.3757024171973477,0.23474253926958358,0.32023668689888063,0.8240658896309989,0.43733099929424896,0.41808758463178364,0.4003538564473641,0.535952261516026,0.5297739044958804,0.28712684767586844,0.505122465245864,0.6145287241254535,0.7146596828428637,0.23474253926958358,0.7331482061818868,0.5228562014443534,0.9611740112304688,0.10378177676882062,0.8502425506335347
01081.jpg,0.5575589360417547,0.09438732571072049,0.6143181259567673,0.0757198503282335,0.500799694576779,0.0757198503282335,0.6710773674217431,0.08816483391655816,0.3683614730834961,0.08194234212239583,0.7467563732250316,0.2063922119140625,0.21700351302688187,0.1877247280544705,0.879194620493296,0.34950958251953124,0.19808377446355047,0.3246195814344618,0.8035156146900074,0.49262691921657986,0.44404045311180323,0.1877247280544705,0.6710773674217431,0.511294420030382,0.29268249305518895,0.5050719197591146,0.6332378902950803,0.7228591579861111,0.2737627544918576,0.7041916910807292,0.5953984131684175,0.9095340304904513,0.2548430159285262,0.9157564968532986
01141.jpg,0.37265496376233226,0.11769618811430754,0.4364336453951322,0.09466498869436758,0.30887625767634463,0.09466498869436758,0.5321017045241135,0.10042278854935258,0.26104222811185396,0.10042278854935258,0.7234378227820764,0.18678977754380968,0.1653741812094664,0.2040631682784469,0.866939935928736,0.3307347474274812,0.10159548123677571,0.35376594684742113,0.9466632940830328,0.45164853555184825,0.37265496376233226,0.41134396305790655,0.6437144157214042,0.4919531433670609,0.30887625767634463,0.5092265517623337,0.6118251115847857,0.710749520195855,0.22915287506886017,0.7165073112205222,0.5639910575671073,0.9122724886293765,0.1813188577309633,0.8834835335060403
0172.jpg,0.39530146191691795,0.09802653136866053,0.4355416995042946,0.09161956616620112,0.7440501430578399,0.07880564108907177,0.5160221300627056,0.08521260629153118,0.7306367305287144,0.08521260629153118,0.34164781180041576,0.21335190501292992,0.8111171610871254,0.23257280062030813,0.10020639743024146,0.3863399228570182,0.9452512863783809,0.4375956444766934,0.39530146191691795,0.41196778366685577,0.8111171610871254,0.4183747701804731,0.39530146191691795,0.572141935039499,0.7038099054704633,0.5785488789308004,0.3282343992712902,0.8348274444068611,0.7306367305287144,0.8604553052166987,0.27458074915478803,0.9885946092658868,0.7105166340431972,1.0943095457620462
0300px-Kick.png,0.4107315465023643,0.10949313013177168,0.43367823550575657,0.09037088093004729,0.4107315465023643,0.09515144323047839,0.4719227439478824,0.09515144323047839,0.5866562291195518,0.09993200553090949,0.4107315465023643,0.21466551328960218,0.678443025287829,0.21944608186420642,0.3495403490568462,0.3772046440526059,0.7243364032946135,0.3772046440526059,0.29599802117598684,0.506279844986765,0.678443025287829,0.5110604135613692,0.46427383422851565,0.49671870783755656,0.6554963362844367,0.49671870783755656,0.2118601347270765,0.7070634741532175,0.7472831324527138,0.7214051296836451,0.14684447238319798,0.8433095028525904,0.8658411126387747,0.8433095028525904
0a05_s05_00035_color.png,0.24838885139016545,0.14515075150069656,0.2709859552230427,0.13530074077330548,0.24838885139016545,0.13530074077330548,0.3839713927896265,0.13530074077330548,0.45176268388880764,0.13530074077330548,0.5252032356466202,0.19686333004967038,0.49130759009702957,0.18701331932227927,0.5929945267458013,0.3199885086024002,0.604293048063064,0.33476353358555505,0.2427395907315341,0.3790886085350197,0.36702361081373247,0.4135636549729567,0.5590988811962108,0.46773872286567597,0.6720843391622452,0.46281372639404866,0.33312794486469127,0.7041390514596081,0.6720843391622452,0.6992140549879807,0.3105308614312646,0.9454644476617133,0.8754581716608874,0.9109894012237763
0a05_s05_00035_color.png,0.22494243683024523,0.11964436955663152,0.2587367991075159,0.09509290681852327,0.22494243683024523,0.10000320470138585,0.4051790696414397,0.0901826178277289,0.38264946759065843,0.0901826178277289,0.5403565595494234,0.1883884776722301,0.4502382329441009,0.1883884776722301,0.5966805034780247,0.3160560803535657,0.6192100647299047,0.32587669390342733,0.2587367991075159,0.3848001973612325,0.33759032468744776,0.40935166009934076,0.5516213401753635,0.47318547033207675,0.675534008658506,0.47318547033207675,0.3488551257128384,0.694148634975051,0.664269228032566,0.699058906181709,0.2868987710718165,0.8635537741067526,0.8501382919556317,0.8635537741067526
0a05_s06_00124_color.png,0.39571488465314136,0.10874256484265954,0.4183199018708074,0.08195868556020278,0.38441235607207136,0.09267223916633549,0.5313451077925597,0.07660190875713642,0.5426475964291557,0.08731546709614416,0.6556728023509081,0.1783806585496472,0.5087400506304197,0.19980776576191261,0.599160199390032,0.31230006442768105,0.271387190094793,0.24266198018644347,0.33920228169226524,0.3283703901040051,0.022731805971155615,0.22123487297417804,0.6669752909875041,0.4730033401224217,0.5539501250102258,0.4730033401224217,0.7008828367862402,0.6979879753169588,0.5652526535912958,0.6926311937810173,0.8817231343054647,0.885475101896906,0.644370273769838,0.885475101896906
0a05_s06_00263_color.png,0.5117000313692315,0.0920265328650381,0.5531412612560184,0.07455621513665892,0.5255137598791788,0.07455621513665892,0.6912786794263263,0.08037965437945198,0.6912786794263263,0.08037965437945198,0.7603474106899527,0.18520157009947533,0.5945824911428053,0.20267189250272863,0.8294160532396894,0.301670373654833,0.3597488846889762,0.27837661668366076,0.539327532746071,0.27837661668366076,0.1387290400128032,0.23178908404181986,0.7603474106899527,0.4589032565846163,0.6912786794263263,0.4589032565846163,0.6498374495395395,0.6801939571605009,0.7465335934661156,0.6743704851935891,0.7050924079362736,0.9189549614401424,0.9261122415232104,0.854897143794041
0a05_s06_00320_color.png,0.32400328193614686,0.13706992094653503,0.3404789843590431,0.11192498718413926,0.2910519269556781,0.11821121824649801,0.4722845040115656,0.08678004390878273,0.4722845040115656,0.08678004390878273,0.5711386188182955,0.1685010952842503,0.6699927336250255,0.1685010952842503,0.48876015656913807,0.3067982737857505,0.5217115614149306,0.338229438610505,0.17572209725972093,0.28793957108571344,0.19219778721628625,0.30051203321043096,0.6040899737987643,0.46395417401320915,0.7358954934512868,0.4450954522872506,0.5217115614149306,0.6839723658383339,0.752371195874183,0.6776861252630143,0.5711386188182955,0.9228493554931032,0.9006524179496017,0.8725594308905471
0a05_s06_00547_color.png,0.32047681880176515,0.10313760114638186,0.35264306319387334,0.07950162097235411,0.32047681880176515,0.08541061865032049,0.5134743712002173,0.0735926285633066,0.5295574790553043,0.0735926285633066,0.6260562409135632,0.15040956149443738,0.5778068599844337,0.17404554166846511,0.7547212758458647,0.27449844950470476,0.4491418537340666,0.3513153877047544,0.40089247280493717,0.2863164448606375,0.1757286616734096,0.3513153877047544,0.7708044410648203,0.45767730375679816,0.7547212758458647,0.45767730375679816,0.5617237521293468,0.6940370844214002,0.6903887870616483,0.6881280972812716,0.6421394061325187,0.9303969072373532,0.8673032029230792,0.8949429000938794
0a05_s06_00576_color.png,0.4306451513412151,0.10053321496764225,0.469514603310443,0.08235548028898476,0.4306451513412151,0.08235548028898476,0.586122878054355,0.09447397640095422,0.586122878054355,0.10053321496764225,0.6249923300235829,0.18536268775142842,0.534296969149975,0.2095996799753673,0.741600604767495,0.30048841030443485,0.32699333353245513,0.30048841030443485,0.5472534666670129,0.40955485633356653,0.10673323083431163,0.22777743363261815,0.689774695863115,0.4701473558720072,0.7027311933801529,0.4701473558720072,0.6249923300235829,0.6882802479302705,0.7675135998015709,0.6822210662993625,0.637948786958735,0.9245909885387515,0.9229913265147107,0.8700577465455923
0a05_s10_00066_color.png,0.34558640104351623,0.08705066174876933,0.3817422173239968,0.06878828515811843,0.34558640104351623,0.06878828515811843,0.5444434194853811,0.06878828515811843,0.5805992357658617,0.07487574402166873,0.7613783171682647,0.17836255443339444,0.4359759417447177,0.172275076107103,0.7252225008877841,0.3305490065594109,0.1286515033606327,0.28184933565100845,0.32750849290327594,0.2879368139772999,0.05633987079967152,0.28184933565100845,0.7071445349491003,0.4462107444296078,0.5444434194853811,0.4462107444296078,0.5986770861076586,0.6897090989716199,0.49020963726621686,0.6836216206453285,0.8156119837905421,0.9271199751873406,0.7252225008877841,0.9149450963857223
0a05_s10_00177_color.png,0.5723992273005473,0.09727793888026431,0.6144504810807891,0.08046262211530156,0.5618864490139869,0.08046262211530156,0.6985528480072725,0.09167283641618358,0.6039376676357286,0.08606772457938229,0.7931680986958165,0.20938005377092292,0.5303480438373056,0.18695964391459996,0.8982960925124208,0.3607179234010289,0.2675279538202945,0.20377496067956272,0.8457320956041187,0.3999536687677557,0.1308615284581338,0.1253034699461091,0.709065661452333,0.4616098239908054,0.5513736355689264,0.4560047121540041,0.6775272914341518,0.6802089981716447,0.5618864490139869,0.6746038863348434,0.7721424718056956,0.932438730900645,0.7195784748973935,0.8763876875143966
